"ID","site_Name","site_Catchment","site_StationID","site_Standard_Installation","site_Latitude","site_Longitude","site_Region","site_Land_Management","site_Affiliation","site_Network","site_Date_End","site_Station_type","site_Description","site_Installation_Date","site_Decommissioned_Date"
13,"Mill Farm, Chenies","Chess","CH-MILFA-01-RS",1,NA,NA,"","",NA,"FDRI",NA,"Recharge Station","","",NA
