"ID","asset_PM_ID","asset_SiteID","asset_Name","asset_SerialNumber","asset_PartNumber","asset_PurchasingProject","asset_AcquiredDate","asset_CEHAssetNumber","asset_PurchaseOrderNumber","asset_PurchaseOrderDate","asset_POAttachments","asset_PurchasePrice","asset_ProjectManager","asset_RetiredDate","asset_CurrentCondition","asset_Obsolete","asset_Contract_Required","asset_Instrument_Type","asset_ContractorID","asset_Contractor","asset_Site","asset_Description","asset_Quantity","asset_Type","asset_Country_of_Origin","asset_Manufacturer","asset_Supplier","asset_Model","asset_Version","asset_Firmware","asset_Software","asset_Calibration_Interval","asset_Calibration_Requirements","asset_Manufacture_Date","asset_Height","asset_Depth","asset_Canopy_Height","asset_Test","asset_Alias","asset_Keywords","asset_Servicing_Requirement","asset_Comments","asset_Specialist_training_or_other_requirements","asset_Status","asset_Other_ID"
721,NA,24,"NR01 net rediation sensor","4897","","09191","22/04/2025 00:00:00","","20924-1","04/02/2025 00:00:00",NA,3191.75,"Simon Teagle","","Excellent","",0,"Radiometer (4-component)",NA,NA,"Tring Grange Farm","",1,"Fixed","Netherlands","Huskeflux","Campbell Scientific","NR01","","","","0","","","",NA,"",NA,"","","","","","In test",NA
728,NA,24,"S2-411 NDVI UPWARD RADIOMETER C/W SDI-12 OUTPUT & 5M CABLE","1704","","09191","22/04/2025 00:00:00","","20924-1","04/02/2025 00:00:00",NA,623.9,"Simon Teagle","","Excellent","",0,"",NA,NA,"Tring Grange Farm","",1,"Fixed","USA","Apogee Instrument","","S2-411","","","","","","","",NA,"",NA,"","","","","","In test",NA
730,NA,24,"S2-412 NDVI DOWNWARD RADIOMETER C/W SDI-12 OUTPUT & 5M CABLE","1931","","09191","22/04/2025 00:00:00","","20924-1","04/02/2025 00:00:00",NA,623.9,"Simon Teagle","","Excellent","",0,"",NA,NA,"Tring Grange Farm","",1,"Fixed","USA","Apogee Instrument","","S2-412","","","","","","","",NA,"",NA,"","","","","","In test",NA
742,NA,24,"SI-411 Digital STD FOV Radiometer","10381","010977","09191","22/05/2025 00:00:00","","20924-1","04/02/2025 00:00:00",NA,708.9,"Simon Teagle","","Excellent","",0,"",NA,NA,"Tring Grange Farm","",1,"Fixed","USA","Apogee Instrument","","SI-411_SS","","","","","","05/03/2025 00:00:00","",NA,"",NA,"","","","","","In test",NA
749,NA,24,"SoilVUE10 Soil Moist0.5M 6 SENS 10M CAB","4216","33250","09191","19/05/2025 00:00:00","","20924-3","04/02/2025 00:00:00",NA,1311.98,"Simon Teagle","","Excellent","",0,"",NA,NA,"Tring Grange Farm","",1,"Fixed","","Campbell Scientific","","Soilvue10 0.5M","","","","","","","",NA,"",NA,"","","","","","In test",NA
765,NA,24,"TS-100-SS APOGEE ASPIRATED RADIATION SHIELD C/W 5 M CABLE","2915","","09191","22/05/2025 00:00:00","","20924-1","04/02/2025 00:00:00",NA,284.75,"Simon Teagle","","Excellent","",0,"",NA,NA,"Tring Grange Farm","",1,"Fixed","Apogee Instruments","","","","","","","","","28/11/2022 00:00:00","",NA,"",NA,"","","","","","In test",NA
1557,0,24,"EC155","1586","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Gas analyser (CPEC)",0,NA,"Tring Grange Farm","",1,"","","Campbell Scientific","Campbell Scientific","EC155","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1558,0,24,"Sample Cel Flow Module","3579","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Gas analyser (CPEC)",0,NA,"Tring Grange Farm","",1,"","","Campbell Scientific","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1559,0,24,"CSAT3","2657","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Anemometer",0,NA,"Tring Grange Farm","",1,"","","Campbell Scientific","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1560,0,24,"EC100","3936","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Other",0,NA,"Tring Grange Farm","",1,"","","Campbell Scientific","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1561,0,24,"SDM-CD16S DC control module","1960","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Other",0,NA,"Tring Grange Farm","",1,"","","Campbell Scientific","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1562,0,24,"Pump Module","1469","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Gas analyser (CPEC)",0,NA,"Tring Grange Farm","",1,"","","Campbell Scientific","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1563,0,24,"CR6","25619","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Logger",0,NA,"Tring Grange Farm","",1,"","","Campbell Scientific","","CR6","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1564,0,24,"Volt115","","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Other",0,NA,"Tring Grange Farm","",1,"","","Campbell Scientific","","Volt115","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1565,0,24,"CPEC310 Three Valve Module","1438","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Gas analyser (CPEC)",NA,NA,"Tring Grange Farm","",1,"","","Campbell Scientific","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1566,0,24,"CPEC200/310 ZERO SCRUB MODULE","1213","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Gas analyser (CPEC)",0,NA,"Tring Grange Farm","",1,"","","Campbell Scientific","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1567,0,24,"AM16/32B 16/32 CHANNEL RELAY MULTIPLEXER C/W PLUGGABLE CONNECTORS","43505","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Other",0,NA,"Tring Grange Farm","",1,"","","","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1568,0,24,"TEROS 22 WATER POTENTIAL & TEMPERATURE PROBE C/W 10 METRE CABLE","T22-000002462","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Tensiometer",0,NA,"Tring Grange Farm","",1,"","","","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1569,0,24,"TEROS 22 WATER POTENTIAL & TEMPERATURE PROBE C/W 10 METRE CABLE","T22-000002315","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Tensiometer",0,NA,"Tring Grange Farm","",1,"","","","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1570,0,24,"TEROS 22 WATER POTENTIAL & TEMPERATURE PROBE C/W 10 METRE CABLE","T22-000002467","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Tensiometer",0,NA,"Tring Grange Farm","",1,"","","","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1571,0,24,"TEROS 22 WATER POTENTIAL & TEMPERATURE PROBE C/W 10 METRE CABLE","T22-000002350","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Tensiometer",0,NA,"Tring Grange Farm","",1,"","","","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1572,0,24,"TEROS 22 WATER POTENTIAL & TEMPERATURE PROBE C/W 10 METRE CABLE","T22-000002324","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Tensiometer",0,NA,"Tring Grange Farm","",1,"","","","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1573,0,24,"TEROS 22 WATER POTENTIAL & TEMPERATURE PROBE C/W 10 METRE CABLE","T22-000002460","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Tensiometer",0,NA,"Tring Grange Farm","",1,"","","","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1574,0,24,"X10a - 10L Aluminium Cylinder","M61NR7E1030361","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Other",0,NA,"Tring Grange Farm","",1,"","","","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1575,0,24,"Gas Regulator","","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Other",0,NA,"Tring Grange Farm","",1,"","","","","","","","","0","","","",NA,"",NA,"","","","","","In test",NA
1576,0,24,"LX60 4G/5G MODEM WITH DUAL ETHERNET","7H5461680301B102","","09191","","","","",NA,NA,"Simon Teagle","","","",0,"Modem",0,NA,"Tring Grange Farm","",1,"","","Sierra Wireless","","LX60","","","","0","","","",NA,"",NA,"","","","","","In test",NA
