FLAG_DEF,FLAG_COLUMN,FLAG_SCHEME
SOILVUE_40CM_KA_FLAG_DEF,SoilVUE_1_40cm_avg_Ka_CORRS_FLAG,fdri_correction_flag_scheme
SOILVUE_40CM_KA_FLAG_DEF,SoilVUE_1_40cm_avg_Ka_INFILL_FLAG,fdri_infill_flag_scheme
SOILVUE_40CM_KA_FLAG_DEF,SoilVUE_1_40cm_avg_Ka_QC_FLAG,fdri_quality_control_flag_scheme
SOILVUE_40CM_TEMP_FLAG_DEF,SoilVUE_1_40cm_avg_T_CORE_FLAG,core_flag_scheme
SOILVUE_40CM_TEMP_FLAG_DEF,SoilVUE_1_40cm_avg_T_CORRS_FLAG,fdri_correction_flag_scheme
SOILVUE_40CM_TEMP_FLAG_DEF,SoilVUE_1_40cm_avg_T_INFILL_FLAG,fdri_infill_flag_scheme
SOILVUE_40CM_TEMP_FLAG_DEF,SoilVUE_1_40cm_avg_T_QC_FLAG,fdri_quality_control_flag_scheme
SOILVUE_40CM_VWC_FLAG_DEF,SoilVUE_1_40cm_avg_VWC_CORE_FLAG,core_flag_scheme
SOILVUE_40CM_VWC_FLAG_DEF,SoilVUE_1_40cm_avg_VWC_CORRS_FLAG,fdri_correction_flag_scheme
SOILVUE_40CM_VWC_FLAG_DEF,SoilVUE_1_40cm_avg_VWC_INFILL_FLAG,fdri_infill_flag_scheme
SOILVUE_40CM_VWC_FLAG_DEF,SoilVUE_1_40cm_avg_VWC_QC_FLAG,fdri_quality_control_flag_scheme
SOILVUE_50CM_BULKEC_FLAG_DEF,SoilVUE_1_50cm_avg_BulkEC_CORE_FLAG,core_flag_scheme
SOILVUE_50CM_BULKEC_FLAG_DEF,SoilVUE_1_50cm_avg_BulkEC_CORRS_FLAG,fdri_correction_flag_scheme
SOILVUE_50CM_BULKEC_FLAG_DEF,SoilVUE_1_50cm_avg_BulkEC_INFILL_FLAG,fdri_infill_flag_scheme
SOILVUE_50CM_BULKEC_FLAG_DEF,SoilVUE_1_50cm_avg_BulkEC_QC_FLAG,fdri_quality_control_flag_scheme
SOILVUE_50CM_KA_FLAG_DEF,SoilVUE_1_50cm_avg_Ka_CORE_FLAG,core_flag_scheme
SOILVUE_50CM_KA_FLAG_DEF,SoilVUE_1_50cm_avg_Ka_CORRS_FLAG,fdri_correction_flag_scheme
SOILVUE_50CM_KA_FLAG_DEF,SoilVUE_1_50cm_avg_Ka_INFILL_FLAG,fdri_infill_flag_scheme
SOILVUE_50CM_KA_FLAG_DEF,SoilVUE_1_50cm_avg_Ka_QC_FLAG,fdri_quality_control_flag_scheme
SOILVUE_50CM_TEMP_FLAG_DEF,SoilVUE_1_50cm_avg_T_CORE_FLAG,core_flag_scheme
SOILVUE_50CM_TEMP_FLAG_DEF,SoilVUE_1_50cm_avg_T_CORRS_FLAG,fdri_correction_flag_scheme
SOILVUE_50CM_TEMP_FLAG_DEF,SoilVUE_1_50cm_avg_T_INFILL_FLAG,fdri_infill_flag_scheme
SOILVUE_50CM_TEMP_FLAG_DEF,SoilVUE_1_50cm_avg_T_QC_FLAG,fdri_quality_control_flag_scheme
SOILVUE_50CM_VWC_FLAG_DEF,SoilVUE_1_50cm_avg_VWC_CORE_FLAG,core_flag_scheme
SOILVUE_50CM_VWC_FLAG_DEF,SoilVUE_1_50cm_avg_VWC_CORRS_FLAG,fdri_correction_flag_scheme
SOILVUE_50CM_VWC_FLAG_DEF,SoilVUE_1_50cm_avg_VWC_INFILL_FLAG,fdri_infill_flag_scheme
SOILVUE_50CM_VWC_FLAG_DEF,SoilVUE_1_50cm_avg_VWC_QC_FLAG,fdri_quality_control_flag_scheme
SOILVUE_5CM_BULKEC_FLAG_DEF,SoilVUE_1_5cm_avg_BulkEC_CORE_FLAG,core_flag_scheme
SOILVUE_5CM_BULKEC_FLAG_DEF,SoilVUE_1_5cm_avg_BulkEC_CORRS_FLAG,fdri_correction_flag_scheme
SOILVUE_5CM_BULKEC_FLAG_DEF,SoilVUE_1_5cm_avg_BulkEC_INFILL_FLAG,fdri_infill_flag_scheme
SOILVUE_5CM_BULKEC_FLAG_DEF,SoilVUE_1_5cm_avg_BulkEC_QC_FLAG,fdri_quality_control_flag_scheme
SOILVUE_5CM_KA_FLAG_DEF,SoilVUE_1_5cm_avg_Ka_CORE_FLAG,core_flag_scheme
SOILVUE_5CM_KA_FLAG_DEF,SoilVUE_1_5cm_avg_Ka_CORRS_FLAG,fdri_correction_flag_scheme
SOILVUE_5CM_KA_FLAG_DEF,SoilVUE_1_5cm_avg_Ka_INFILL_FLAG,fdri_infill_flag_scheme
SOILVUE_5CM_KA_FLAG_DEF,SoilVUE_1_5cm_avg_Ka_QC_FLAG,fdri_quality_control_flag_scheme
SOILVUE_5CM_TEMP_FLAG_DEF,SoilVUE_1_5cm_avg_T_CORE_FLAG,core_flag_scheme
SOILVUE_5CM_TEMP_FLAG_DEF,SoilVUE_1_5cm_avg_T_CORRS_FLAG,fdri_correction_flag_scheme
SOILVUE_5CM_TEMP_FLAG_DEF,SoilVUE_1_5cm_avg_T_INFILL_FLAG,fdri_infill_flag_scheme
SOILVUE_5CM_TEMP_FLAG_DEF,SoilVUE_1_5cm_avg_T_QC_FLAG,fdri_quality_control_flag_scheme
SOILVUE_5CM_VWC_FLAG_DEF,SoilVUE_1_5cm_avg_VWC_CORE_FLAG,core_flag_scheme
SOILVUE_5CM_VWC_FLAG_DEF,SoilVUE_1_5cm_avg_VWC_CORRS_FLAG,fdri_correction_flag_scheme
SOILVUE_5CM_VWC_FLAG_DEF,SoilVUE_1_5cm_avg_VWC_INFILL_FLAG,fdri_infill_flag_scheme
SOILVUE_5CM_VWC_FLAG_DEF,SoilVUE_1_5cm_avg_VWC_QC_FLAG,fdri_quality_control_flag_scheme
STDRD_PRECIP_FLAG_DEF,RainE_Standard_Precip_lr_CORE_FLAG,core_flag_scheme
STDRD_PRECIP_FLAG_DEF,RainE_Standard_Precip_lr_CORRS_FLAG,fdri_correction_flag_scheme
STDRD_PRECIP_FLAG_DEF,RainE_Standard_Precip_lr_INFILL_FLAG,fdri_infill_flag_scheme
STDRD_PRECIP_FLAG_DEF,RainE_Standard_Precip_lr_QC_FLAG,fdri_quality_control_flag_scheme
STDRD_PRECIP_INT_FLAG_DEF,RainE_Standard_Int_1m_CORE_FLAG,core_flag_scheme
STDRD_PRECIP_INT_FLAG_DEF,RainE_Standard_Int_1m_CORRS_FLAG,fdri_correction_flag_scheme
STDRD_PRECIP_INT_FLAG_DEF,RainE_Standard_Int_1m_INFILL_FLAG,fdri_infill_flag_scheme
STDRD_PRECIP_INT_FLAG_DEF,RainE_Standard_Int_1m_QC_FLAG,fdri_quality_control_flag_scheme
STDRD_PRECIP_INT_HR_FLAG_DEF,RainE_Standard_Int_1m_hr_CORE_FLAG,core_flag_scheme
STDRD_PRECIP_INT_HR_FLAG_DEF,RainE_Standard_Int_1m_hr_CORRS_FLAG,fdri_correction_flag_scheme
STDRD_PRECIP_INT_HR_FLAG_DEF,RainE_Standard_Int_1m_hr_INFILL_FLAG,fdri_infill_flag_scheme
STDRD_PRECIP_INT_HR_FLAG_DEF,RainE_Standard_Int_1m_hr_QC_FLAG,fdri_quality_control_flag_scheme
STDRD_PRECIP_INT_LR_FLAG_DEF,RainE_Standard_Int_lr_CORE_FLAG,core_flag_scheme
STDRD_PRECIP_INT_LR_FLAG_DEF,RainE_Standard_Int_lr_CORRS_FLAG,fdri_correction_flag_scheme
STDRD_PRECIP_INT_LR_FLAG_DEF,RainE_Standard_Int_lr_INFILL_FLAG,fdri_infill_flag_scheme
STDRD_PRECIP_INT_LR_FLAG_DEF,RainE_Standard_Int_lr_QC_FLAG,fdri_quality_control_flag_scheme
STDRD_PRECIP_INT_LR_HR_FLAG_DEF,RainE_Standard_Int_lr_Hr_CORE_FLAG,core_flag_scheme
STDRD_PRECIP_INT_LR_HR_FLAG_DEF,RainE_Standard_Int_lr_Hr_CORRS_FLAG,fdri_correction_flag_scheme
STDRD_PRECIP_INT_LR_HR_FLAG_DEF,RainE_Standard_Int_lr_Hr_INFILL_FLAG,fdri_infill_flag_scheme
STDRD_PRECIP_INT_LR_HR_FLAG_DEF,RainE_Standard_Int_lr_Hr_QC_FLAG,fdri_quality_control_flag_scheme
STDRD_PRECIP_TOT_FLAG_DEF,RainE_Standard_Precip_Tot_CORE_FLAG,core_flag_scheme
STDRD_PRECIP_TOT_FLAG_DEF,RainE_Standard_Precip_Tot_CORRS_FLAG,fdri_correction_flag_scheme
STDRD_PRECIP_TOT_FLAG_DEF,RainE_Standard_Precip_Tot_INFILL_FLAG,fdri_infill_flag_scheme
STDRD_PRECIP_TOT_FLAG_DEF,RainE_Standard_Precip_Tot_QC_FLAG,fdri_quality_control_flag_scheme
STYX_NEUTRONS_FLAG_DEF,Styx_Neutron_Count_CORE_FLAG,core_flag_scheme
STYX_NEUTRONS_FLAG_DEF,Styx_Neutron_Count_CORRS_FLAG,fdri_correction_flag_scheme
STYX_NEUTRONS_FLAG_DEF,Styx_Neutron_Count_INFILL_FLAG,fdri_infill_flag_scheme
STYX_NEUTRONS_FLAG_DEF,Styx_Neutron_Count_QC_FLAG,fdri_quality_control_flag_scheme
SWIN_FLAG_DEF,R_SW_in_Avg_CORE_FLAG,core_flag_scheme
SWIN_FLAG_DEF,R_SW_in_Avg_CORRS_FLAG,fdri_correction_flag_scheme
SWIN_FLAG_DEF,R_SW_in_Avg_INFILL_FLAG,fdri_infill_flag_scheme
SWIN_FLAG_DEF,R_SW_in_Avg_QC_FLAG,fdri_quality_control_flag_scheme
SWOUT_FLAG_DEF,R_SW_out_Avg_CORE_FLAG,core_flag_scheme
SWOUT_FLAG_DEF,R_SW_out_Avg_CORRS_FLAG,fdri_correction_flag_scheme
SWOUT_FLAG_DEF,R_SW_out_Avg_INFILL_FLAG,fdri_infill_flag_scheme
SWOUT_FLAG_DEF,R_SW_out_Avg_QC_FLAG,fdri_quality_control_flag_scheme
TARGET_TEMP_FLAG_DEF,TargetTemp_C_Avg_CORE_FLAG,core_flag_scheme
TARGET_TEMP_FLAG_DEF,TargetTemp_C_Avg_CORRS_FLAG,fdri_correction_flag_scheme
TARGET_TEMP_FLAG_DEF,TargetTemp_C_Avg_INFILL_FLAG,fdri_infill_flag_scheme
TARGET_TEMP_FLAG_DEF,TargetTemp_C_Avg_QC_FLAG,fdri_quality_control_flag_scheme
TARGET_TEMP_MAX_FLAG_DEF,TargetTemp_C_Max_CORE_FLAG,core_flag_scheme
TARGET_TEMP_MAX_FLAG_DEF,TargetTemp_C_Max_CORRS_FLAG,fdri_correction_flag_scheme
TARGET_TEMP_MAX_FLAG_DEF,TargetTemp_C_Max_INFILL_FLAG,fdri_infill_flag_scheme
TARGET_TEMP_MAX_FLAG_DEF,TargetTemp_C_Max_QC_FLAG,fdri_quality_control_flag_scheme
TARGET_TEMP_MIN_FLAG_DEF,TargetTemp_C_Min_CORE_FLAG,core_flag_scheme
TARGET_TEMP_MIN_FLAG_DEF,TargetTemp_C_Min_CORRS_FLAG,fdri_correction_flag_scheme
TARGET_TEMP_MIN_FLAG_DEF,TargetTemp_C_Min_INFILL_FLAG,fdri_infill_flag_scheme
TARGET_TEMP_MIN_FLAG_DEF,TargetTemp_C_Min_QC_FLAG,fdri_quality_control_flag_scheme
TA_FLAG_DEF,AirTemp_C_CORE_FLAG,core_flag_scheme
TA_FLAG_DEF,AirTemp_C_CORRS_FLAG,fdri_correction_flag_scheme
TA_FLAG_DEF,AirTemp_C_INFILL_FLAG,fdri_infill_flag_scheme
TA_FLAG_DEF,AirTemp_C_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_1_EC_FLAG_DEF,TDR310_1_avg_EC_CORE_FLAG,core_flag_scheme
TDR310_1_EC_FLAG_DEF,TDR310_1_avg_EC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_1_EC_FLAG_DEF,TDR310_1_avg_EC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_1_EC_FLAG_DEF,TDR310_1_avg_EC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_1_PEC_FLAG_DEF,TDR310_1_avg_PEC_CORE_FLAG,core_flag_scheme
TDR310_1_PEC_FLAG_DEF,TDR310_1_avg_PEC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_1_PEC_FLAG_DEF,TDR310_1_avg_PEC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_1_PEC_FLAG_DEF,TDR310_1_avg_PEC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_1_PERM_FLAG_DEF,TDR310_1_avg_P_CORE_FLAG,core_flag_scheme
TDR310_1_PERM_FLAG_DEF,TDR310_1_avg_P_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_1_PERM_FLAG_DEF,TDR310_1_avg_P_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_1_PERM_FLAG_DEF,TDR310_1_avg_P_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_1_TEMP_FLAG_DEF,TDR310_1_avg_T_CORE_FLAG,core_flag_scheme
TDR310_1_TEMP_FLAG_DEF,TDR310_1_avg_T_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_1_TEMP_FLAG_DEF,TDR310_1_avg_T_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_1_TEMP_FLAG_DEF,TDR310_1_avg_T_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_1_VWC_FLAG_DEF,TDR310_1_avg_VWC_CORE_FLAG,core_flag_scheme
TDR310_1_VWC_FLAG_DEF,TDR310_1_avg_VWC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_1_VWC_FLAG_DEF,TDR310_1_avg_VWC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_1_VWC_FLAG_DEF,TDR310_1_avg_VWC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_2_EC_FLAG_DEF,TDR310_2_avg_EC_CORE_FLAG,core_flag_scheme
TDR310_2_EC_FLAG_DEF,TDR310_2_avg_EC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_2_EC_FLAG_DEF,TDR310_2_avg_EC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_2_EC_FLAG_DEF,TDR310_2_avg_EC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_2_PEC_FLAG_DEF,TDR310_2_avg_PEC_CORE_FLAG,core_flag_scheme
TDR310_2_PEC_FLAG_DEF,TDR310_2_avg_PEC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_2_PEC_FLAG_DEF,TDR310_2_avg_PEC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_2_PEC_FLAG_DEF,TDR310_2_avg_PEC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_2_PERM_FLAG_DEF,TDR310_2_avg_P_CORE_FLAG,core_flag_scheme
TDR310_2_PERM_FLAG_DEF,TDR310_2_avg_P_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_2_PERM_FLAG_DEF,TDR310_2_avg_P_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_2_PERM_FLAG_DEF,TDR310_2_avg_P_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_2_TEMP_FLAG_DEF,TDR310_2_avg_T_CORE_FLAG,core_flag_scheme
TDR310_2_TEMP_FLAG_DEF,TDR310_2_avg_T_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_2_TEMP_FLAG_DEF,TDR310_2_avg_T_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_2_TEMP_FLAG_DEF,TDR310_2_avg_T_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_2_VWC_FLAG_DEF,TDR310_2_avg_VWC_CORE_FLAG,core_flag_scheme
TDR310_2_VWC_FLAG_DEF,TDR310_2_avg_VWC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_2_VWC_FLAG_DEF,TDR310_2_avg_VWC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_2_VWC_FLAG_DEF,TDR310_2_avg_VWC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_3_EC_FLAG_DEF,TDR310_3_avg_EC_CORE_FLAG,core_flag_scheme
TDR310_3_EC_FLAG_DEF,TDR310_3_avg_EC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_3_EC_FLAG_DEF,TDR310_3_avg_EC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_3_EC_FLAG_DEF,TDR310_3_avg_EC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_3_PEC_FLAG_DEF,TDR310_3_avg_PEC_CORE_FLAG,core_flag_scheme
TDR310_3_PEC_FLAG_DEF,TDR310_3_avg_PEC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_3_PEC_FLAG_DEF,TDR310_3_avg_PEC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_3_PEC_FLAG_DEF,TDR310_3_avg_PEC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_3_PERM_FLAG_DEF,TDR310_3_avg_P_CORE_FLAG,core_flag_scheme
TDR310_3_PERM_FLAG_DEF,TDR310_3_avg_P_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_3_PERM_FLAG_DEF,TDR310_3_avg_P_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_3_PERM_FLAG_DEF,TDR310_3_avg_P_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_3_TEMP_FLAG_DEF,TDR310_3_avg_T_CORE_FLAG,core_flag_scheme
TDR310_3_TEMP_FLAG_DEF,TDR310_3_avg_T_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_3_TEMP_FLAG_DEF,TDR310_3_avg_T_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_3_TEMP_FLAG_DEF,TDR310_3_avg_T_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_3_VWC_FLAG_DEF,TDR310_3_avg_VWC_CORE_FLAG,core_flag_scheme
TDR310_3_VWC_FLAG_DEF,TDR310_3_avg_VWC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_3_VWC_FLAG_DEF,TDR310_3_avg_VWC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_3_VWC_FLAG_DEF,TDR310_3_avg_VWC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_4_EC_FLAG_DEF,TDR310_4_avg_EC_CORE_FLAG,core_flag_scheme
TDR310_4_EC_FLAG_DEF,TDR310_4_avg_EC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_4_EC_FLAG_DEF,TDR310_4_avg_EC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_4_EC_FLAG_DEF,TDR310_4_avg_EC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_4_PEC_FLAG_DEF,TDR310_4_avg_PEC_CORE_FLAG,core_flag_scheme
TDR310_4_PEC_FLAG_DEF,TDR310_4_avg_PEC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_4_PEC_FLAG_DEF,TDR310_4_avg_PEC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_4_PEC_FLAG_DEF,TDR310_4_avg_PEC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_4_PERM_FLAG_DEF,TDR310_4_avg_P_CORE_FLAG,core_flag_scheme
TDR310_4_PERM_FLAG_DEF,TDR310_4_avg_P_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_4_PERM_FLAG_DEF,TDR310_4_avg_P_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_4_PERM_FLAG_DEF,TDR310_4_avg_P_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_4_TEMP_FLAG_DEF,TDR310_4_avg_T_CORE_FLAG,core_flag_scheme
TDR310_4_TEMP_FLAG_DEF,TDR310_4_avg_T_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_4_TEMP_FLAG_DEF,TDR310_4_avg_T_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_4_TEMP_FLAG_DEF,TDR310_4_avg_T_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_4_VWC_FLAG_DEF,TDR310_4_avg_VWC_CORE_FLAG,core_flag_scheme
TDR310_4_VWC_FLAG_DEF,TDR310_4_avg_VWC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_4_VWC_FLAG_DEF,TDR310_4_avg_VWC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_4_VWC_FLAG_DEF,TDR310_4_avg_VWC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_5_EC_FLAG_DEF,TDR310_5_avg_EC_CORE_FLAG,core_flag_scheme
TDR310_5_EC_FLAG_DEF,TDR310_5_avg_EC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_5_EC_FLAG_DEF,TDR310_5_avg_EC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_5_EC_FLAG_DEF,TDR310_5_avg_EC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_5_PEC_FLAG_DEF,TDR310_5_avg_PEC_CORE_FLAG,core_flag_scheme
TDR310_5_PEC_FLAG_DEF,TDR310_5_avg_PEC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_5_PEC_FLAG_DEF,TDR310_5_avg_PEC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_5_PEC_FLAG_DEF,TDR310_5_avg_PEC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_5_PERM_FLAG_DEF,TDR310_5_avg_P_CORE_FLAG,core_flag_scheme
TDR310_5_PERM_FLAG_DEF,TDR310_5_avg_P_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_5_PERM_FLAG_DEF,TDR310_5_avg_P_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_5_PERM_FLAG_DEF,TDR310_5_avg_P_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_5_TEMP_FLAG_DEF,TDR310_5_avg_T_CORE_FLAG,core_flag_scheme
TDR310_5_TEMP_FLAG_DEF,TDR310_5_avg_T_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_5_TEMP_FLAG_DEF,TDR310_5_avg_T_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_5_TEMP_FLAG_DEF,TDR310_5_avg_T_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_5_VWC_FLAG_DEF,TDR310_5_avg_VWC_CORE_FLAG,core_flag_scheme
TDR310_5_VWC_FLAG_DEF,TDR310_5_avg_VWC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_5_VWC_FLAG_DEF,TDR310_5_avg_VWC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_5_VWC_FLAG_DEF,TDR310_5_avg_VWC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_6_EC_FLAG_DEF,TDR310_6_avg_EC_CORE_FLAG,core_flag_scheme
TDR310_6_EC_FLAG_DEF,TDR310_6_avg_EC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_6_EC_FLAG_DEF,TDR310_6_avg_EC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_6_EC_FLAG_DEF,TDR310_6_avg_EC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_6_PEC_FLAG_DEF,TDR310_6_avg_PEC_CORE_FLAG,core_flag_scheme
TDR310_6_PEC_FLAG_DEF,TDR310_6_avg_PEC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_6_PEC_FLAG_DEF,TDR310_6_avg_PEC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_6_PEC_FLAG_DEF,TDR310_6_avg_PEC_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_6_PERM_FLAG_DEF,TDR310_6_avg_P_CORE_FLAG,core_flag_scheme
TDR310_6_PERM_FLAG_DEF,TDR310_6_avg_P_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_6_PERM_FLAG_DEF,TDR310_6_avg_P_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_6_PERM_FLAG_DEF,TDR310_6_avg_P_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_6_TEMP_FLAG_DEF,TDR310_6_avg_T_CORE_FLAG,core_flag_scheme
TDR310_6_TEMP_FLAG_DEF,TDR310_6_avg_T_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_6_TEMP_FLAG_DEF,TDR310_6_avg_T_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_6_TEMP_FLAG_DEF,TDR310_6_avg_T_QC_FLAG,fdri_quality_control_flag_scheme
TDR310_6_VWC_FLAG_DEF,TDR310_6_avg_VWC_CORE_FLAG,core_flag_scheme
TDR310_6_VWC_FLAG_DEF,TDR310_6_avg_VWC_CORRS_FLAG,fdri_correction_flag_scheme
TDR310_6_VWC_FLAG_DEF,TDR310_6_avg_VWC_INFILL_FLAG,fdri_infill_flag_scheme
TDR310_6_VWC_FLAG_DEF,TDR310_6_avg_VWC_QC_FLAG,fdri_quality_control_flag_scheme
TEMP_AIR_FLAG_DEF,AirTemp_C_CORE_FLAG,core_flag_scheme
TEMP_AIR_FLAG_DEF,AirTemp_C_CORRS_FLAG,fdri_correction_flag_scheme
TEMP_AIR_FLAG_DEF,AirTemp_C_INFILL_FLAG,fdri_infill_flag_scheme
TEMP_AIR_FLAG_DEF,AirTemp_C_QC_FLAG,fdri_quality_control_flag_scheme
TEMP_SOIL_0_FLAG_DEF,CS655_0_T_CORE_FLAG,core_flag_scheme
TEMP_SOIL_0_FLAG_DEF,CS655_0_T_CORRS_FLAG,fdri_correction_flag_scheme
TEMP_SOIL_0_FLAG_DEF,CS655_0_T_INFILL_FLAG,fdri_infill_flag_scheme
TEMP_SOIL_0_FLAG_DEF,CS655_0_T_QC_FLAG,fdri_quality_control_flag_scheme
TEMP_SOIL_1_FLAG_DEF,CS655_1_T_CORE_FLAG,core_flag_scheme
TEMP_SOIL_1_FLAG_DEF,CS655_1_T_CORRS_FLAG,fdri_correction_flag_scheme
TEMP_SOIL_1_FLAG_DEF,CS655_1_T_INFILL_FLAG,fdri_infill_flag_scheme
TEMP_SOIL_1_FLAG_DEF,CS655_1_T_QC_FLAG,fdri_quality_control_flag_scheme
TEMP_SOIL_2_FLAG_DEF,CS655_2_T_CORE_FLAG,core_flag_scheme
TEMP_SOIL_2_FLAG_DEF,CS655_2_T_CORRS_FLAG,fdri_correction_flag_scheme
TEMP_SOIL_2_FLAG_DEF,CS655_2_T_INFILL_FLAG,fdri_infill_flag_scheme
TEMP_SOIL_2_FLAG_DEF,CS655_2_T_QC_FLAG,fdri_quality_control_flag_scheme
TEMP_SOIL_3_FLAG_DEF,CS655_3_T_CORE_FLAG,core_flag_scheme
TEMP_SOIL_3_FLAG_DEF,CS655_3_T_CORRS_FLAG,fdri_correction_flag_scheme
TEMP_SOIL_3_FLAG_DEF,CS655_3_T_INFILL_FLAG,fdri_infill_flag_scheme
TEMP_SOIL_3_FLAG_DEF,CS655_3_T_QC_FLAG,fdri_quality_control_flag_scheme
TEMP_SOIL_4_FLAG_DEF,CS655_4_T_CORE_FLAG,core_flag_scheme
TEMP_SOIL_4_FLAG_DEF,CS655_4_T_CORRS_FLAG,fdri_correction_flag_scheme
TEMP_SOIL_4_FLAG_DEF,CS655_4_T_INFILL_FLAG,fdri_infill_flag_scheme
TEMP_SOIL_4_FLAG_DEF,CS655_4_T_QC_FLAG,fdri_quality_control_flag_scheme
TEROS22_10_MP_FLAG_DEF,TEROS22_10_avg_MP_CORE_FLAG,core_flag_scheme
TEROS22_10_MP_FLAG_DEF,TEROS22_10_avg_MP_CORRS_FLAG,fdri_correction_flag_scheme
TEROS22_10_MP_FLAG_DEF,TEROS22_10_avg_MP_INFILL_FLAG,fdri_infill_flag_scheme
TEROS22_10_MP_FLAG_DEF,TEROS22_10_avg_MP_QC_FLAG,fdri_quality_control_flag_scheme
