TIMESERIES_ID,SENSOR_SLOT_ID,SITE_ID,S3_BUCKET,S3_DATASET,COLUMN_NAME,TIME_COLUMN_NAME,MEASURE_ID,PROCESS_LEVEL
COSMOS-ALIC1-P_INTENSITY_RT_1MIN_RAW,PLUVIO,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_PRECIP_1MIN,P_INTENSITY_RT,time,PRECIP_INTEN_PLUVIO-MEAN_PREC-MM_M-1-PT1M-PT1M,RAW
COSMOS-ALIC1-P_ACCUMULATED_RT_NRT_1MIN_RAW,PLUVIO,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_PRECIP_1MIN,P_ACCUMULATED_RT_NRT,time,PRECIP_PLUVIO-TOTAL_PREC-MM-PT1M-PT1M,RAW
COSMOS-ALIC1-PRECIP_1MIN_RAW,PLUVIO,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_PRECIP_1MIN,P_ACCUMULATED_NRT,time,PRECIP_PLUVIO-TOTAL_PREC-MM-PT1M-PT1M,RAW
COSMOS-ALIC1-P_ACCUMULATEDAL_NRT_1MIN_RAW,PLUVIO,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_PRECIP_1MIN,P_ACCUMULATEDAL_NRT,time,PRECIP_PLUVIO-TOTAL_PREC-MM-PT1M-PT1M,RAW
COSMOS-ALIC1-BUCKET_LEVEL_1MIN_RAW,PLUVIO,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_PRECIP_1MIN,P_BUCKET_LEVEL_RT,time,BUCKET_LEVEL_RT-INST-MM-PT1M-PT1M,RAW
COSMOS-ALIC1-P_BUCKET_NRT_1MIN_RAW,PLUVIO,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_PRECIP_1MIN,P_BUCKET_NRT,time,BUCKET_LEVEL_NRT-INST-MM-PT1M-PT1M,RAW
COSMOS-ALIC1-P_LOADCELL_TEMP_1MIN_RAW,PLUVIO,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_PRECIP_1MIN,P_LOADCELL_TEMP,time,TEMP_LOADCELL-INST-MM-PT1M-PT1M,RAW
COSMOS-ALIC1-P_HEATING_STATUS_1MIN_RAW,PLUVIO,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_PRECIP_1MIN,P_HEATING_STATUS,time,STATUS_P_HEATING-INST-MM-PT1M-PT1M,RAW
COSMOS-ALIC1-P_STATUS_1MIN_RAW,PLUVIO,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_PRECIP_1MIN,P_STATUS,time,STATUS_PLUVIO-INST-MM-PT1M-PT1M,RAW
COSMOS-ALIC1-PRECIP_30MIN_RAW,PLUVIO,ALIC1,,,PRECIP,time,PRECIP_PLUVIO-TOTAL_PREC-MM-PT30M-PT30M,RAW
COSMOS-ALIC1-SWIN_MULT_30MIN_RAW,,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SWIN_MULT,time,SWIN_MULT-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-SWOUT_MULT_30MIN_RAW,,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SWOUT_MULT,time,SWOUT_MULT-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-LWIN_MULT_30MIN_RAW,,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWIN_MULT,time,LWIN_MULT-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-LWOUT_MULT_30MIN_RAW,,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWOUT_MULT,time,LWOUT_MULT-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-TBR_TIP_30MIN_RAW,,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TBR_TIP,time,TBR_TIP-INST-MM-PT30M-PT30M,RAW
COSMOS-ALIC1-CTS_MOD_PERIOD_30MIN_RAW,CRNS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_PERIOD,time,MEASURE_PERIOD-TOTAL_PREC-SEC-PT30M-PT30M,RAW
COSMOS-ALIC1-WM_NAN_COUNT_30MIN_RAW,AWqS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,WM_NAN_COUNT,time,COUNT-TOTAL_PREC-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-RH_INTERNAL_30MIN_RAW,AWS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,RH_INTERNAL,time,RH-MEAN_PREC-PCT-PT30M-PT30M,RAW
COSMOS-ALIC1-COV_TS_UZ_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,COV_TS_UZ,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-RHO_A_MEAN_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,RHO_A_MEAN,time,AIR_DENSITY-INST-KGM-3-PT30M-PT30M,RAW
COSMOS-ALIC1-E_SAT_MEAN_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,E_SAT_MEAN,time,VAPOUR_P-INST-KPA-PT30M-PT30M,RAW
COSMOS-ALIC1-METPAK_SAMPLES_30MIN_RAW,AWS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,METPAK_SAMPLES,time,SCANS_METPAK-TOTAL_PREC-SAMPLES-PT30M-PT30M,RAW
COSMOS-ALIC1-CTS_MOD_RH_30MIN_RAW,CRNS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_RH,time,RH-INST-PCT-PT30M-PT30M,RAW
COSMOS-ALIC1-CTS_MOD_TEMP_30MIN_RAW,CRNS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_TEMP,time,TEMP_CRNS-INST-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-TDT1_VWC_30MIN_RAW,TDT1,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TDT1_VWC,time,VWC_SOIL_10_TDT-INST-PCT-PT30M-PT30M,RAW
COSMOS-ALIC1-TDT1_TSOIL_30MIN_RAW,TDT1,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TDT1_TSOIL,time,TEMP_SOIL_10_TDT-INST-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-TDT1_SOILPERM_30MIN_RAW,TDT1,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TDT1_SOILPERM,time,PERM_10_TDT-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-TDT1_SOILEC_30MIN_RAW,TDT1,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TDT1_SOILEC,time,COND_10_TDT-INST-DSM-1-PT30M-PT30M,RAW
COSMOS-ALIC1-TDT2_VWC_30MIN_RAW,TDT2,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TDT2_VWC,time,VWC_SOIL_10_TDT-INST-PCT-PT30M-PT30M,RAW
COSMOS-ALIC1-TDT2_TSOIL_30MIN_RAW,TDT2,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TDT2_TSOIL,time,TEMP_SOIL_10_TDT-INST-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-TDT2_SOILPERM_30MIN_RAW,TDT2,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TDT2_SOILPERM,time,PERM_10_TDT-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-TDT2_SOILEC_30MIN_RAW,TDT2,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TDT2_SOILEC,time,COND_10_TDT-INST-DSM-1-PT30M-PT30M,RAW
COSMOS-ALIC1-WD_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,WD,time,WD-MEAN_PREC-DEG-PT30M-PT30M,RAW
COSMOS-ALIC1-WD_STD_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,WD_STD,time,WD-STDDEV_PREC-DEG-PT30M-PT30M,RAW
COSMOS-ALIC1-WS_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,WS,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-WS_STD_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,WS_STD,time,WS-STDDEV_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-PA_30MIN_RAW,AWS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PA,time,PA-MEAN_PREC-HPA-PT30M-PT30M,RAW
COSMOS-ALIC1-PA_STD_30MIN_RAW,AWS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PA_STD,time,PA-STDDEV_PREC-HPA-PT30M-PT30M,RAW
COSMOS-ALIC1-RH_30MIN_RAW,AWS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,RH,time,RH-MEAN_PREC-PCT-PT30M-PT30M,RAW
COSMOS-ALIC1-RH_STD_30MIN_RAW,AWS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,RH_STD,time,RH-STDDEV_PREC-PCT-PT30M-PT30M,RAW
COSMOS-ALIC1-TA_30MIN_RAW,AWS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TA,time,TEMP_AIR-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-TA_STD_30MIN_RAW,AWS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TA_STD,time,TEMP_AIR_STD-STDDEV_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-Q_30MIN_RAW,AWS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,Q,time,Q-MEAN_PREC-GM-3-PT30M-PT30M,RAW
COSMOS-ALIC1-Q_STD_30MIN_RAW,AWS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,Q_STD,time,Q_STD-STDDEV_PREC-GM-3-PT30M-PT30M,RAW
COSMOS-ALIC1-SWIN_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SWIN,time,SWIN-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-SWIN_STD_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SWIN_STD,time,SWIN-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-SWOUT_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SWOUT,time,SWOUT-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-SWOUT_STD_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SWOUT_STD,time,SWOUT-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-LWIN_UNC_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWIN_UNC,time,LWIN_UNC-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-LWIN_UNC_STD_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWIN_UNC_STD,time,LWIN_UNC-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-LWOUT_UNC_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWOUT_UNC,time,LWOUT_UNC-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-LWOUT_UNC_STD_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWOUT_UNC_STD,time,LWOUT_UNC-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-LWIN_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWIN,time,LWIN-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-LWIN_STD_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWIN_STD,time,LWIN-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-LWOUT_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWOUT,time,LWOUT-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-LWOUT_STD_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWOUT_STD,time,LWOUT-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-TNR01C_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TNR01C,time,TEMP_RADIOMETER-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-TNR01C_STD_30MIN_RAW,4CR,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TNR01C_STD,time,TEMP_RADIOMETER-STDDEV_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-PRECIP_DIAG_30MIN_RAW,PLUVIO,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PRECIP_DIAG,time,DIAG_PRECIP-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-CTS_MOD_30MIN_RAW,CRNS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD,time,NEUTRON_CTS-TOTAL_PREC-CTS-PT30M-PT30M,RAW
COSMOS-ALIC1-PROFILE_VWC15_30MIN_RAW,IMKO1,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PROFILE_VWC15,time,VWC_SOIL_15_IMKO-INST-PCT-PT30M-PT30M,RAW
COSMOS-ALIC1-PROFILE_VWC40_30MIN_RAW,IMKO2,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PROFILE_VWC40,time,VWC_SOIL_40_IMKO-INST-PCT-PT30M-PT30M,RAW
COSMOS-ALIC1-PROFILE_VWC65_30MIN_RAW,IMKO3,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PROFILE_VWC65,time,VWC_SOIL_65_IMKO-INST-PCT-PT30M-PT30M,RAW
COSMOS-ALIC1-STP_TSOIL50_30MIN_RAW,STP5,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STP_TSOIL50,time,TEMP_SOIL_50_STP-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-STP_TSOIL20_30MIN_RAW,STP4,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STP_TSOIL20,time,TEMP_SOIL_20_STP-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-STP_TSOIL10_30MIN_RAW,STP3,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STP_TSOIL10,time,TEMP_SOIL_10_STP-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-STP_TSOIL5_30MIN_RAW,STP2,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STP_TSOIL5,time,TEMP_SOIL_5_STP-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-STP_TSOIL2_30MIN_RAW,STP1,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STP_TSOIL2,time,TEMP_SOIL_2_STP-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-G1_30MIN_RAW,HFP1,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G1,time,HEATFLUX_SOIL-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-G1_STD_30MIN_RAW,HFP1,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G1_STD,time,HEATFLUX_SOIL-INST-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-G1_MV_30MIN_RAW,HFP1,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G1_MV,time,HEATFLUX_SOIL-INST-MV-PT30M-PT30M,RAW
COSMOS-ALIC1-G1_CAL_30MIN_RAW,HFP1,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G1_CAL,time,HEATFLUX_SOIL-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-G2_30MIN_RAW,HFP2,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G2,time,HEATFLUX_SOIL-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-G2_STD_30MIN_RAW,HFP2,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G2_STD,time,HEATFLUX_SOIL-INST-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-G2_MV_30MIN_RAW,HFP2,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G2_MV,time,HEATFLUX_SOIL-INST-MV-PT30M-PT30M,RAW
COSMOS-ALIC1-G2_CAL_30MIN_RAW,HFP2,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G2_CAL,time,HEATFLUX_SOIL-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-BATTV_30MIN_RAW,LOGGER,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,BATTV,time,VOLTAGE_BATT-MEAN_PREC-V-PT30M-PT30M,RAW
COSMOS-ALIC1-SCANS_30MIN_RAW,LOGGER,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SCANS,time,SCANS_METPAK-TOTAL_PREC-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-CTS_MOD_DIAG_1_30MIN_RAW,CRNS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_DIAG_1,time,DIAG_CRNS_1-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-CTS_MOD_DIAG_2_30MIN_RAW,CRNS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_DIAG_2,time,DIAG_CRNS_2-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-CTS_MOD_DIAG_3_30MIN_RAW,CRNS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_DIAG_3,time,DIAG_CRNS_3-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-CTS_MOD_DIAG_4_30MIN_RAW,CRNS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_DIAG_4,time,DIAG_CRNS_4-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-CTS_MOD_DIAG_5_30MIN_RAW,CRNS,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_DIAG_5,time,DIAG_CRNS_5-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-ALIC1-UX_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,UX,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-UZ_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,UZ,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-UY_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,UY,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-STDEV_UX_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STDEV_UX,time,WS-STDDEV_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-STDEV_UY_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STDEV_UY,time,WS-STDDEV_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-STDEV_UZ_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STDEV_UZ,time,WS-STDDEV_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-COV_UX_UY_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,COV_UX_UY,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-COV_UX_UZ_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,COV_UX_UZ,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-COV_UY_UZ_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,COV_UY_UZ,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-WS_RES_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,WS_RES,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-HS_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,HS,time,HEATFLUX_SENSIBLE-INST-WM-2-PT30M-PT30M,RAW
COSMOS-ALIC1-TAU_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TAU,time,FLUX_MOM-INST-KGM-1S-2-PT30M-PT30M,RAW
COSMOS-ALIC1-U_STAR_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,U_STAR,time,FRICTIONV-INST-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-TS_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TS,time,TEMP_SONIC-INST-DEGC-PT30M-PT30M,RAW
COSMOS-ALIC1-STDEV_TS_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STDEV_TS,time,TEMP_SONIC-STDDEV_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-COV_TS_UX_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,COV_TS_UX,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-COV_TS_UY_30MIN_RAW,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,COV_TS_UY,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-ALIC1-TNR01C_30MIN_PROCESSED,4CR,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,TNR01C,time,TEMP_RADIOMETER-MEAN_PREC-DEGC-PT30M-PT30M,PROCESSED
COSMOS-ALIC1-TS_30MIN_PROCESSED,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,TS,time,TEMP_SONIC-INST-DEGC-PT30M-PT30M,PROCESSED
COSMOS-ALIC1-U_STAR_30MIN_PROCESSED,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,U_STAR,time,FRICTIONV-INST-MS-1-PT30M-PT30M,PROCESSED
COSMOS-ALIC1-UX_30MIN_PROCESSED,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,UX,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,PROCESSED
COSMOS-ALIC1-UZ_30MIN_PROCESSED,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,UZ,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,PROCESSED
COSMOS-ALIC1-UY_30MIN_PROCESSED,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,UY,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,PROCESSED
COSMOS-ALIC1-WD_30MIN_PROCESSED,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,WD,time,WD-MEAN_PREC-DEG-PT30M-PT30M,PROCESSED
COSMOS-ALIC1-WS_30MIN_PROCESSED,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,WS,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,PROCESSED
COSMOS-ALIC1-WS_RES_30MIN_PROCESSED,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,WS_RES,time,WS-INST-MS-1-PT30M-PT30M,PROCESSED
COSMOS-ALIC1-ALBEDO_30MIN_PROCESSED,,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,ALBEDO,time,ALBEDO-MEAN_PREC-UNITLESS-PT30M-PT30M,PROCESSED
COSMOS-ALIC1-COV_TS_UX_30MIN_PROCESSED,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,COV_TS_UX,time,WS-INST-MS-1-PT30M-PT30M,PROCESSED
COSMOS-ALIC1-COV_TS_UY_30MIN_PROCESSED,AWS_ANEM,ALIC1,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,COV_TS_UY,time,WS-INST-MS-1-PT30M-PT30M,PROCESSED
