TIMESERIES_ID,SENSOR_SLOT_ID,SITE_ID,S3_BUCKET,S3_DATASET,COLUMN_NAME,TIME_COLUMN_NAME,MEASURE_ID,PROCESS_LEVEL
COSMOS-MORLY-WD_STD_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,WD_STD,time,WD-STDDEV_PREC-DEG-PT30M-PT30M,RAW
COSMOS-MORLY-WS_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,WS,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-WS_STD_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,WS_STD,time,WS-STDDEV_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-PA_30MIN_RAW,AWS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PA,time,PA-MEAN_PREC-HPA-PT30M-PT30M,RAW
COSMOS-MORLY-PA_STD_30MIN_RAW,AWS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PA_STD,time,PA-STDDEV_PREC-HPA-PT30M-PT30M,RAW
COSMOS-MORLY-RH_30MIN_RAW,AWS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,RH,time,RH-MEAN_PREC-PCT-PT30M-PT30M,RAW
COSMOS-MORLY-RH_STD_30MIN_RAW,AWS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,RH_STD,time,RH-STDDEV_PREC-PCT-PT30M-PT30M,RAW
COSMOS-MORLY-TA_30MIN_RAW,AWS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TA,time,TEMP_AIR-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-MORLY-TA_STD_30MIN_RAW,AWS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TA_STD,time,TEMP_AIR_STD-STDDEV_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-MORLY-Q_30MIN_RAW,AWS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,Q,time,Q-MEAN_PREC-GM-3-PT30M-PT30M,RAW
COSMOS-MORLY-Q_STD_30MIN_RAW,AWS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,Q_STD,time,Q_STD-STDDEV_PREC-GM-3-PT30M-PT30M,RAW
COSMOS-MORLY-SWIN_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SWIN,time,SWIN-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-SWIN_STD_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SWIN_STD,time,SWIN-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-SWOUT_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SWOUT,time,SWOUT-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-SWOUT_STD_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SWOUT_STD,time,SWOUT-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-LWIN_UNC_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWIN_UNC,time,LWIN_UNC-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-LWIN_UNC_STD_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWIN_UNC_STD,time,LWIN_UNC-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-LWOUT_UNC_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWOUT_UNC,time,LWOUT_UNC-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-LWOUT_UNC_STD_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWOUT_UNC_STD,time,LWOUT_UNC-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-LWIN_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWIN,time,LWIN-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-LWIN_STD_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWIN_STD,time,LWIN-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-LWOUT_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWOUT,time,LWOUT-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-LWOUT_STD_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,LWOUT_STD,time,LWOUT-STDDEV_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-TNR01C_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TNR01C,time,TEMP_RADIOMETER-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-MORLY-TNR01C_STD_30MIN_RAW,4CR,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TNR01C_STD,time,TEMP_RADIOMETER-STDDEV_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-MORLY-PRECIP_DIAG_30MIN_RAW,PLUVIO,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PRECIP_DIAG,time,DIAG_PRECIP-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-MORLY-CTS_MOD_30MIN_RAW,CRNS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD,time,NEUTRON_CTS-TOTAL_PREC-CTS-PT30M-PT30M,RAW
COSMOS-MORLY-PROFILE_VWC15_30MIN_RAW,IMKO1,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PROFILE_VWC15,time,VWC_SOIL_15_IMKO-INST-PCT-PT30M-PT30M,RAW
COSMOS-MORLY-PROFILE_VWC40_30MIN_RAW,IMKO2,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PROFILE_VWC40,time,VWC_SOIL_40_IMKO-INST-PCT-PT30M-PT30M,RAW
COSMOS-MORLY-PROFILE_VWC65_30MIN_RAW,IMKO3,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,PROFILE_VWC65,time,VWC_SOIL_65_IMKO-INST-PCT-PT30M-PT30M,RAW
COSMOS-MORLY-STP_TSOIL50_30MIN_RAW,STP5,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STP_TSOIL50,time,TEMP_SOIL_50_STP-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-MORLY-STP_TSOIL20_30MIN_RAW,STP4,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STP_TSOIL20,time,TEMP_SOIL_20_STP-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-MORLY-STP_TSOIL10_30MIN_RAW,STP3,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STP_TSOIL10,time,TEMP_SOIL_10_STP-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-MORLY-STP_TSOIL5_30MIN_RAW,STP2,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STP_TSOIL5,time,TEMP_SOIL_5_STP-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-MORLY-STP_TSOIL2_30MIN_RAW,STP1,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STP_TSOIL2,time,TEMP_SOIL_2_STP-MEAN_PREC-DEGC-PT30M-PT30M,RAW
COSMOS-MORLY-G1_30MIN_RAW,HFP1,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G1,time,HEATFLUX_SOIL-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-G1_STD_30MIN_RAW,HFP1,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G1_STD,time,HEATFLUX_SOIL-INST-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-G1_MV_30MIN_RAW,HFP1,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G1_MV,time,HEATFLUX_SOIL-INST-MV-PT30M-PT30M,RAW
COSMOS-MORLY-G1_CAL_30MIN_RAW,HFP1,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G1_CAL,time,HEATFLUX_SOIL-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-MORLY-G2_30MIN_RAW,HFP2,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G2,time,HEATFLUX_SOIL-MEAN_PREC-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-G2_STD_30MIN_RAW,HFP2,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G2_STD,time,HEATFLUX_SOIL-INST-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-G2_MV_30MIN_RAW,HFP2,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G2_MV,time,HEATFLUX_SOIL-INST-MV-PT30M-PT30M,RAW
COSMOS-MORLY-G2_CAL_30MIN_RAW,HFP2,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,G2_CAL,time,HEATFLUX_SOIL-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-MORLY-BATTV_30MIN_RAW,LOGGER,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,BATTV,time,VOLTAGE_BATT-MEAN_PREC-V-PT30M-PT30M,RAW
COSMOS-MORLY-SCANS_30MIN_RAW,LOGGER,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,SCANS,time,SCANS_METPAK-TOTAL_PREC-UNITLESS-PT30M-PT30M,RAW
COSMOS-MORLY-CTS_MOD_DIAG_1_30MIN_RAW,CRNS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_DIAG_1,time,DIAG_CRNS_1-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-MORLY-CTS_MOD_DIAG_2_30MIN_RAW,CRNS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_DIAG_2,time,DIAG_CRNS_2-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-MORLY-CTS_MOD_DIAG_3_30MIN_RAW,CRNS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_DIAG_3,time,DIAG_CRNS_3-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-MORLY-CTS_MOD_DIAG_4_30MIN_RAW,CRNS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_DIAG_4,time,DIAG_CRNS_4-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-MORLY-CTS_MOD_DIAG_5_30MIN_RAW,CRNS,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,CTS_MOD_DIAG_5,time,DIAG_CRNS_5-INST-UNITLESS-PT30M-PT30M,RAW
COSMOS-MORLY-UX_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,UX,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-UZ_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,UZ,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-UY_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,UY,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-STDEV_UX_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STDEV_UX,time,WS-STDDEV_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-STDEV_UY_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STDEV_UY,time,WS-STDDEV_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-STDEV_UZ_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STDEV_UZ,time,WS-STDDEV_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-COV_UX_UY_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,COV_UX_UY,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-COV_UX_UZ_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,COV_UX_UZ,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-COV_UY_UZ_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,COV_UY_UZ,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-WS_RES_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,WS_RES,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-HS_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,HS,time,HEATFLUX_SENSIBLE-INST-WM-2-PT30M-PT30M,RAW
COSMOS-MORLY-TAU_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TAU,time,FLUX_MOM-INST-KGM-1S-2-PT30M-PT30M,RAW
COSMOS-MORLY-U_STAR_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,U_STAR,time,FRICTIONV-INST-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-TS_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,TS,time,TEMP_SONIC-INST-DEGC-PT30M-PT30M,RAW
COSMOS-MORLY-STDEV_TS_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,STDEV_TS,time,TEMP_SONIC-STDDEV_PREC-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-COV_TS_UX_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,COV_TS_UX,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-COV_TS_UY_30MIN_RAW,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-level-0,LIVE_SOILMET_30MIN,COV_TS_UY,time,WS-INST-MS-1-PT30M-PT30M,RAW
COSMOS-MORLY-TNR01C_30MIN_PROCESSED,4CR,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,TNR01C,time,TEMP_RADIOMETER-MEAN_PREC-DEGC-PT30M-PT30M,PROCESSED
COSMOS-MORLY-TS_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,TS,time,TEMP_SONIC-INST-DEGC-PT30M-PT30M,PROCESSED
COSMOS-MORLY-U_STAR_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,U_STAR,time,FRICTIONV-INST-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-UX_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,UX,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-UZ_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,UZ,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-UY_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,UY,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-WD_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,WD,time,WD-MEAN_PREC-DEG-PT30M-PT30M,PROCESSED
COSMOS-MORLY-WS_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,WS,time,WS-MEAN_PREC-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-WS_RES_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,WS_RES,time,WS-INST-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-ALBEDO_30MIN_PROCESSED,,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,ALBEDO,time,ALBEDO-MEAN_PREC-UNITLESS-PT30M-PT30M,PROCESSED
COSMOS-MORLY-COV_TS_UX_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,COV_TS_UX,time,WS-INST-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-COV_TS_UY_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,COV_TS_UY,time,WS-INST-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-COV_TS_UZ_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,COV_TS_UZ,time,WS-INST-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-COV_UX_UY_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,COV_UX_UY,time,WS-INST-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-COV_UX_UZ_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,COV_UX_UZ,time,WS-INST-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-COV_UY_UZ_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,COV_UY_UZ,time,WS-INST-MS-1-PT30M-PT30M,PROCESSED
COSMOS-MORLY-CTS_MOD_30MIN_PROCESSED,CRNS,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,CTS_MOD,time,NEUTRON_CTS-TOTAL_PREC-CTS-PT30M-PT30M,PROCESSED
COSMOS-MORLY-CTS_MOD_RH_30MIN_PROCESSED,CRNS,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,CTS_MOD_RH,time,RH-INST-PCT-PT30M-PT30M,PROCESSED
COSMOS-MORLY-CTS_MOD_TEMP_30MIN_PROCESSED,CRNS,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,CTS_MOD_TEMP,time,TEMP_CRNS-INST-DEGC-PT30M-PT30M,PROCESSED
COSMOS-MORLY-CTS_MOD_PERIOD_30MIN_PROCESSED,CRNS,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,CTS_MOD_PERIOD,time,MEASURE_PERIOD-TOTAL_PREC-SEC-PT30M-PT30M,PROCESSED
COSMOS-MORLY-E_SAT_MEAN_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,E_SAT_MEAN,time,VAPOUR_P-INST-KPA-PT30M-PT30M,PROCESSED
COSMOS-MORLY-G1_30MIN_PROCESSED,HFP1,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,G1,time,HEATFLUX_SOIL-MEAN_PREC-WM-2-PT30M-PT30M,PROCESSED
COSMOS-MORLY-G2_30MIN_PROCESSED,HFP2,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,G2,time,HEATFLUX_SOIL-MEAN_PREC-WM-2-PT30M-PT30M,PROCESSED
COSMOS-MORLY-G_30MIN_PROCESSED,,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,G,time,HEATFLUX_SOIL-MEAN_PREC-WM-2-PT30M-PT30M,PROCESSED
COSMOS-MORLY-HS_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,HS,time,HEATFLUX_SENSIBLE-INST-WM-2-PT30M-PT30M,PROCESSED
COSMOS-MORLY-LWIN_30MIN_PROCESSED,4CR,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,LWIN,time,LWIN-MEAN_PREC-WM-2-PT30M-PT30M,PROCESSED
COSMOS-MORLY-LWOUT_30MIN_PROCESSED,4CR,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,LWOUT,time,LWOUT-MEAN_PREC-WM-2-PT30M-PT30M,PROCESSED
COSMOS-MORLY-LWIN_MULT_30MIN_PROCESSED,4CR,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,LWIN_MULT,time,LWIN_MULT-INST-UNITLESS-PT30M-PT30M,PROCESSED
COSMOS-MORLY-LWOUT_MULT_30MIN_PROCESSED,4CR,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,LWOUT_MULT,time,LWOUT_MULT-INST-UNITLESS-PT30M-PT30M,PROCESSED
COSMOS-MORLY-MSLP_30MIN_PROCESSED,,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,MSLP,time,PA-MEAN_PREC-HPA-PT30M-PT30M,PROCESSED
COSMOS-MORLY-PA_30MIN_PROCESSED,AWS,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,PA,time,PA-MEAN_PREC-HPA-PT30M-PT30M,PROCESSED
COSMOS-MORLY-PE_30MIN_PROCESSED,,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,PE,time,PE-TOTAL_PREC-MM-PT30M-PT30M,PROCESSED
COSMOS-MORLY-PRECIP_30MIN_PROCESSED,PLUVIO,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,PRECIP,time,PRECIP_PLUVIO-TOTAL_PREC-MM-PT30M-PT30M,PROCESSED
COSMOS-MORLY-PROFILE_VWC15_30MIN_PROCESSED,IMKO1,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,PROFILE_VWC15,time,VWC_SOIL_15_IMKO-INST-PCT-PT30M-PT30M,PROCESSED
COSMOS-MORLY-PROFILE_VWC40_30MIN_PROCESSED,IMKO2,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,PROFILE_VWC40,time,VWC_SOIL_40_IMKO-INST-PCT-PT30M-PT30M,PROCESSED
COSMOS-MORLY-PROFILE_VWC65_30MIN_PROCESSED,IMKO3,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,PROFILE_VWC65,time,VWC_SOIL_65_IMKO-INST-PCT-PT30M-PT30M,PROCESSED
COSMOS-MORLY-Q_30MIN_PROCESSED,,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,Q,time,Q-MEAN_PREC-GM-3-PT30M-PT30M,PROCESSED
COSMOS-MORLY-RHO_A_MEAN_30MIN_PROCESSED,AWS_ANEM,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,RHO_A_MEAN,time,AIR_DENSITY-INST-KGM-3-PT30M-PT30M,PROCESSED
COSMOS-MORLY-RH_30MIN_PROCESSED,AWS,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,RH,time,RH-MEAN_PREC-PCT-PT30M-PT30M,PROCESSED
COSMOS-MORLY-RN_30MIN_PROCESSED,,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,RN,time,RN-MEAN_PREC-WM-2-PT30M-PT30M,PROCESSED
COSMOS-MORLY-STP_TSOIL50_30MIN_PROCESSED,STP5,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,STP_TSOIL50,time,TEMP_SOIL_50_STP-MEAN_PREC-DEGC-PT30M-PT30M,PROCESSED
COSMOS-MORLY-STP_TSOIL20_30MIN_PROCESSED,STP4,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,STP_TSOIL20,time,TEMP_SOIL_20_STP-MEAN_PREC-DEGC-PT30M-PT30M,PROCESSED
COSMOS-MORLY-STP_TSOIL10_30MIN_PROCESSED,STP3,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,STP_TSOIL10,time,TEMP_SOIL_10_STP-MEAN_PREC-DEGC-PT30M-PT30M,PROCESSED
COSMOS-MORLY-STP_TSOIL5_30MIN_PROCESSED,STP2,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,STP_TSOIL5,time,TEMP_SOIL_5_STP-MEAN_PREC-DEGC-PT30M-PT30M,PROCESSED
COSMOS-MORLY-STP_TSOIL2_30MIN_PROCESSED,STP1,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,STP_TSOIL2,time,TEMP_SOIL_2_STP-MEAN_PREC-DEGC-PT30M-PT30M,PROCESSED
COSMOS-MORLY-SWIN_30MIN_PROCESSED,4CR,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,SWIN,time,SWIN-MEAN_PREC-WM-2-PT30M-PT30M,PROCESSED
COSMOS-MORLY-SWOUT_30MIN_PROCESSED,4CR,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,SWOUT,time,SWOUT-MEAN_PREC-WM-2-PT30M-PT30M,PROCESSED
COSMOS-MORLY-TA_30MIN_PROCESSED,AWS,MORLY,ukceh-fdri-staging-timeseries-processed,PROCESSED_DATA_30MIN,TA,time,TEMP_AIR-MEAN_PREC-DEGC-PT30M-PT30M,PROCESSED
